,Name,EMI,Price,Kilometers Driven,Owner,Year of Purchase,Fuel Type,Location,History
756,2017 Hyundai Elite i20,"₹13,436/month","₹6,04,000","54,318 km",-,-,-,-,-
757,2015 Honda City,"₹9,632/month","₹4,33,000",-,-,-,-,-,-
758,2013 Toyota Etios Liva,"₹6,744/month","₹3,03,199","97,735 km",1st Owner,October 2013,Diesel,DELHI,Non-Accidental
759,2014 Maruti Swift,"₹8,108/month","₹3,64,499","76,156 km",1st Owner,February 2014,Diesel,DELHI,Non-Accidental
760,2018 Hyundai Elite i20,"₹13,903/month","₹6,25,000",-,-,-,-,-,-
761,2019 Maruti Vitara Brezza,"₹18,007/month","₹8,09,499","55,887 km",1st Owner,-,Diesel,DELHI,Non-Accidental
762,2013 Hyundai Santa Fe,"₹13,518/month","₹6,07,699","95,114 km",2nd Owner,December 2013,Diesel,DELHI,Non-Accidental
763,2013 Honda Amaze,"₹6,676/month","₹3,00,099","75,953 km",1st Owner,October 2013,Diesel,DELHI,Non-Accidental
764,2012 Maruti Swift Dzire,"₹6,362/month","₹2,85,999","1,02,746 km",1st Owner,October 2012,Diesel,DELHI,Non-Accidental
765,2018 Maruti Vitara Brezza,"₹17,551/month","₹7,89,000","44,600 km",1st Owner,-,Diesel,DELHI,Non-Accidental
766,2010 Honda City,"₹6,900/month","₹3,10,199","1,13,701 km",1st Owner,February 2010,Petrol,DELHI,Non-Accidental
767,2014 Hyundai Eon,"₹5,361/month","₹2,41,000",-,-,-,-,-,-
768,2017 Mahindra XUV500,"₹22,066/month","₹9,92,000","81,240 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
769,2014 Honda City,"₹11,409/month","₹5,12,899","81,642 km",1st Owner,February 2014,Diesel,DELHI,Non-Accidental
770,2018 Maruti Vitara Brezza,"₹16,439/month","₹7,39,000",-,-,-,-,-,-
771,2015 Toyota Fortuner,"₹37,148/month","₹16,70,000",-,-,-,-,-,-
772,2017 BMW Mini,"₹89,868/month","₹40,40,000",-,-,-,-,-,-
773,2015 Hyundai Grand i10,"₹7,654/month","₹3,44,099","1,10,094 km",1st Owner,January 2015,Diesel,DELHI,Non-Accidental
774,2018 Ford Ecosport,"₹21,132/month","₹9,50,000",-,-,-,-,-,-
775,2016 Maruti Swift Dzire,"₹9,554/month","₹4,29,499","76,827 km",1st Owner,May 2016,Diesel,DELHI,Non-Accidental
776,2013 Honda City,"₹9,409/month","₹4,23,000",-,-,-,-,-,-
777,2013 Hyundai i20,"₹10,295/month","₹4,62,799","74,622 km",1st Owner,February 2013,Petrol,DELHI,Non-Accidental
778,2016 Maruti Baleno,"₹12,234/month","₹5,50,000",-,-,-,-,-,-
779,2014 Maruti Alto 800,"₹4,315/month","₹1,94,000","64,541 km",1st Owner,-,Petrol,DELHI,Non-Accidental
780,2015 Honda Amaze,"₹9,423/month","₹4,23,599","85,233 km",1st Owner,-,Diesel,DELHI,Non-Accidental
781,2019 Maruti Ertiga,"₹21,243/month","₹9,55,000",-,-,-,-,-,-
782,2012 Hyundai Verna,"₹9,116/month","₹4,09,799","1,12,798 km",1st Owner,July 2012,Diesel,DELHI,Non-Accidental
783,2014 Maruti Swift,"₹7,265/month","₹3,26,599","83,368 km",1st Owner,-,Diesel,DELHI,Non-Accidental
784,2015 Hyundai Elite i20,"₹10,695/month","₹4,80,799","60,865 km",1st Owner,-,Petrol,DELHI,Non-Accidental
785,2013 Hyundai Verna,"₹9,276/month","₹4,17,000","92,768 km",1st Owner,-,Diesel,DELHI,Non-Accidental
786,2017 Maruti Ciaz,"₹12,586/month","₹5,65,799","1,07,013 km",1st Owner,-,Diesel,DELHI,Non-Accidental
787,2017 Maruti IGNIS,"₹10,789/month","₹4,85,000",-,-,-,-,-,-
788,2014 Honda Amaze,"₹6,500/month","₹2,92,199","95,697 km",1st Owner,July 2014,Diesel,DELHI,Non-Accidental
789,2019 Tata NEXON,"₹18,107/month","₹8,14,000",-,-,-,-,-,-
790,2014 Nissan Terrano,"₹9,676/month","₹4,35,000",-,1st Owner,-,Diesel,DELHI,Non-Accidental
791,2016 Maruti Baleno,"₹12,281/month","₹5,52,099","64,564 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
792,2014 Maruti Swift,"₹8,847/month","₹3,97,699","82,238 km",2nd Owner,March 2014,Diesel,DELHI,Non-Accidental
793,2014 Maruti Alto 800,"₹5,959/month","₹2,67,899","60,784 km",3rd Owner,-,Petrol,DELHI,Non-Accidental
794,2013 Hyundai Verna,"₹9,788/month","₹4,40,000",-,-,-,-,-,-
795,2013 Maruti Swift,"₹8,700/month","₹3,91,099","94,727 km",1st Owner,November 2013,Diesel,DELHI,Non-Accidental
796,2013 Maruti Swift Dzire,"₹6,200/month","₹2,78,699","82,016 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
797,2016 Mahindra Scorpio,"₹21,737/month","₹9,77,199","51,569 km",1st Owner,November 2016,Diesel,DELHI,Non-Accidental
798,2017 Maruti Baleno,"₹11,990/month","₹5,39,000",-,-,-,-,-,-
799,2016 Mahindra TUV300,"₹12,657/month","₹5,69,000",-,-,-,-,-,-
800,2015 Ford Ecosport,"₹14,766/month","₹6,63,799","74,711 km",2nd Owner,March 2015,Petrol,DELHI,Non-Accidental
801,2012 Hyundai i10,"₹4,932/month","₹2,21,699","1,70,537 km",1st Owner,January 2012,Petrol,DELHI,Non-Accidental
802,2015 Mahindra XUV500,"₹16,292/month","₹7,32,399","84,778 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
803,2015 Hyundai Elite i20,"₹10,175/month","₹4,57,399","76,443 km",1st Owner,February 2015,Diesel,DELHI,Non-Accidental
804,2014 Hyundai Grand i10,"₹6,618/month","₹2,97,499","1,38,853 km",1st Owner,February 2014,Petrol,DELHI,Non-Accidental
805,2017 Maruti Vitara Brezza,"₹17,306/month","₹7,78,000",-,-,-,-,-,-
806,2014 Hyundai i20,"₹9,165/month","₹4,11,999","88,697 km",2nd Owner,February 2014,Diesel,DELHI,Non-Accidental
807,2018 Maruti Ciaz,"₹18,018/month","₹8,10,000",-,-,-,-,-,-
808,2011 Maruti Ritz,"₹5,577/month","₹2,50,699","1,15,774 km",1st Owner,May 2011,Petrol,DELHI,Non-Accidental
809,2014 Hyundai i20,"₹8,535/month","₹3,83,699","88,666 km",2nd Owner,April 2014,Diesel,DELHI,Non-Accidental
810,2018 Honda City,"₹19,486/month","₹8,76,000",-,-,-,-,-,-
811,2013 Renault Scala,"₹5,227/month","₹2,35,000","99,412 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
812,2020 KIA SELTOS,"₹35,340/month","₹15,88,699","27,192 km",1st Owner,January 2020,Petrol,DELHI,Non-Accidental
813,2012 Maruti Swift,"₹6,280/month","₹2,82,299","1,05,388 km",1st Owner,May 2012,Diesel,DELHI,Non-Accidental
814,2018 Datsun Redi Go,"₹5,561/month","₹2,50,000","41,014 km",1st Owner,-,Petrol,DELHI,Non-Accidental
815,2013 Volkswagen Vento,"₹9,454/month","₹4,25,000","71,496 km",1st Owner,-,Petrol,DELHI,Non-Accidental
816,2016 Honda City,"₹14,214/month","₹6,39,000",-,-,-,-,-,-
817,2015 Hyundai Grand i10,"₹9,454/month","₹4,25,000",-,-,-,-,-,-
818,2012 Maruti Swift Dzire,"₹6,882/month","₹3,09,399","1,14,363 km",1st Owner,November 2012,Diesel,DELHI,Non-Accidental
819,2016 Maruti Swift,"₹9,018/month","₹4,05,399","80,534 km",1st Owner,August 2016,Diesel,DELHI,Non-Accidental
820,2013 Toyota Innova,"₹13,698/month","₹6,15,799","1,20,943 km",2nd Owner,April 2013,Diesel,DELHI,Non-Accidental
821,2015 Maruti Swift,"₹8,771/month","₹3,94,299","73,375 km",1st Owner,-,Petrol,DELHI,Non-Accidental
822,2015 Hyundai Verna,"₹11,765/month","₹5,28,899","98,904 km",2nd Owner,March 2015,Diesel,DELHI,Non-Accidental
823,2012 Hyundai Verna,"₹10,880/month","₹4,89,099","88,559 km",1st Owner,June 2012,Diesel,DELHI,Non-Accidental
824,2009 Maruti Alto,"₹2,669/month","₹1,20,000",-,-,-,-,-,-
825,2015 Maruti Swift,"₹8,133/month","₹3,65,599","1,06,200 km",1st Owner,-,Diesel,DELHI,Non-Accidental
826,2017 Maruti Vitara Brezza,"₹15,905/month","₹7,15,000","79,484 km",1st Owner,-,Diesel,DELHI,Non-Accidental
827,2012 Maruti Swift Dzire,"₹6,905/month","₹3,10,399","97,973 km",1st Owner,June 2012,Diesel,DELHI,Non-Accidental
828,2014 Maruti Swift Dzire,"₹7,877/month","₹3,54,099","98,400 km",1st Owner,-,Diesel,DELHI,Non-Accidental
829,2014 Toyota Etios Liva,"₹8,849/month","₹3,97,799","72,887 km",1st Owner,October 2014,Diesel,DELHI,Non-Accidental
830,2018 Maruti Baleno,"₹11,656/month","₹5,24,000",-,-,-,-,-,-
831,2013 Maruti Swift,"₹7,054/month","₹3,17,099","88,954 km",1st Owner,June 2013,Diesel,DELHI,Non-Accidental
832,2009 Honda City,"₹6,925/month","₹3,11,299","98,596 km",1st Owner,July 2009,Petrol,DELHI,Non-Accidental
833,2009 Maruti Wagon R,"₹2,736/month","₹1,23,000",-,-,-,-,-,-
834,2014 Datsun Go,"₹5,005/month","₹2,25,000","61,307 km",1st Owner,-,Petrol,DELHI,Non-Accidental
835,2018 Ford Ecosport,"₹14,370/month","₹6,46,000","50,181 km",1st Owner,-,Diesel,DELHI,Non-Accidental
836,2015 Honda City,"₹11,184/month","₹5,02,799","1,02,442 km",2nd Owner,July 2015,Diesel,DELHI,Non-Accidental
837,2016 Maruti Vitara Brezza,"₹12,517/month","₹5,62,699","70,187 km",1st Owner,March 2016,Diesel,DELHI,Non-Accidental
838,2019 Hyundai Elite i20,"₹17,373/month","₹7,81,000",-,-,-,-,-,-
839,2009 Maruti Ritz,"₹3,762/month","₹1,69,099","1,19,824 km",1st Owner,December 2009,Petrol,DELHI,Non-Accidental
840,2015 Tata Xenon XT,"₹13,013/month","₹5,85,000","50,754 km",1st Owner,-,Diesel,DELHI,Non-Accidental
841,2013 Mercedes Benz E Class,"₹34,479/month","₹15,50,000",-,-,-,-,-,-
842,2015 Honda Amaze,"₹8,671/month","₹3,89,799","96,711 km",1st Owner,January 2015,Diesel,DELHI,Non-Accidental
843,2012 Maruti Swift Dzire,"₹6,415/month","₹2,88,399","1,05,522 km",1st Owner,-,Diesel,DELHI,Non-Accidental
844,2016 Ford Ecosport,"₹15,905/month","₹7,15,000",-,-,-,-,-,-
845,2015 Mahindra Scorpio,"₹20,087/month","₹9,03,000",-,-,-,-,-,-
846,2015 Volkswagen Polo,"₹8,520/month","₹3,83,000",-,-,-,-,-,-
847,2017 Mahindra Scorpio,"₹27,138/month","₹12,20,000",-,1st Owner,-,Diesel,DELHI,Non-Accidental
848,2013 Volkswagen Polo,"₹5,110/month","₹2,29,699","1,15,027 km",1st Owner,January 2013,Diesel,DELHI,Non-Accidental
849,2014 Maruti Swift Dzire,"₹8,651/month","₹3,88,899","75,884 km",1st Owner,-,Diesel,DELHI,Non-Accidental
850,2015 Hyundai Xcent,"₹6,829/month","₹3,07,000",-,-,-,-,-,-
851,2014 Maruti Swift,"₹7,930/month","₹3,56,499","92,117 km",1st Owner,May 2014,Diesel,DELHI,Non-Accidental
852,2016 Maruti Ciaz,"₹13,324/month","₹5,98,999","78,775 km",2nd Owner,June 2016,Diesel,DELHI,Non-Accidental
853,2012 Maruti Swift Dzire,"₹6,506/month","₹2,92,499","1,14,962 km",1st Owner,May 2012,Diesel,DELHI,Non-Accidental
854,2014 Maruti Swift,"₹9,198/month","₹4,13,499","78,595 km",1st Owner,January 2014,Petrol,DELHI,Non-Accidental
855,2015 Maruti S Cross,"₹12,308/month","₹5,53,299","94,544 km",1st Owner,-,Diesel,DELHI,Non-Accidental
856,2015 Hyundai Creta,"₹17,824/month","₹8,01,299","80,045 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
857,2013 Toyota Fortuner,"₹28,531/month","₹12,82,599","76,953 km",1st Owner,July 2013,Diesel,DELHI,Non-Accidental
858,2015 Maruti Swift,"₹8,455/month","₹3,80,099","1,01,209 km",1st Owner,February 2015,Diesel,DELHI,Non-Accidental
859,2017 Hyundai Elite i20,"₹12,190/month","₹5,48,000",-,-,-,-,-,-
860,2015 Maruti Swift Dzire,"₹7,414/month","₹3,33,299","99,782 km",1st Owner,January 2015,Diesel,DELHI,Non-Accidental
861,2013 Toyota Etios Liva,"₹6,059/month","₹2,72,399","1,10,645 km",1st Owner,-,Diesel,DELHI,Non-Accidental
862,2015 Hyundai i20 Active,"₹10,010/month","₹4,50,000",-,-,-,-,-,-
863,2018 Honda Jazz,"₹13,324/month","₹5,99,000",-,-,-,-,-,-
864,2015 Maruti Swift,"₹8,804/month","₹3,95,799","1,03,359 km",1st Owner,February 2015,Diesel,DELHI,Non-Accidental
865,2017 Mahindra XUV500,"₹24,558/month","₹11,03,999","93,769 km",1st Owner,February 2017,Diesel,DELHI,Non-Accidental
866,2013 Toyota Innova,"₹14,804/month","₹6,65,499","83,669 km",1st Owner,May 2013,Diesel,DELHI,Non-Accidental
867,2013 Toyota Etios Liva,"₹5,677/month","₹2,55,199","1,06,314 km",2nd Owner,March 2013,Diesel,DELHI,Non-Accidental
868,2013 Ford Ecosport,"₹10,415/month","₹4,68,199","80,686 km",2nd Owner,December 2013,Diesel,DELHI,Non-Accidental
869,2017 Maruti Baleno,"₹12,346/month","₹5,55,000",-,1st Owner,-,Petrol,DELHI,Non-Accidental
870,2014 Hyundai Elite i20,"₹10,866/month","₹4,88,500","61,025 km",1st Owner,-,Petrol,DELHI,Non-Accidental
871,2015 Ford Ecosport,"₹11,567/month","₹5,20,000","63,968 km",1st Owner,-,Diesel,DELHI,Non-Accidental
872,2018 Hyundai Verna,"₹22,556/month","₹10,14,000",-,-,-,-,-,-
873,2016 Ford Endeavour,"₹51,162/month","₹23,00,000",-,-,-,-,-,-
874,2014 Maruti Ciaz,"₹10,806/month","₹4,85,799","93,428 km",1st Owner,November 2014,Diesel,DELHI,Non-Accidental
875,2018 Maruti Baleno,"₹12,724/month","₹5,72,000","39,813 km",1st Owner,-,Petrol,DELHI,Non-Accidental
876,2018 Honda City,"₹21,688/month","₹9,75,000",-,-,-,-,-,-
877,2014 Ford Ecosport,"₹9,768/month","₹4,39,099","94,413 km",1st Owner,May 2014,Diesel,DELHI,Non-Accidental
878,2017 Hyundai Elite i20,"₹10,829/month","₹4,86,799","1,48,526 km",1st Owner,March 2017,Diesel,DELHI,Non-Accidental
879,2012 Maruti Swift,"₹7,452/month","₹3,35,000","77,438 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
880,2013 Maruti Swift,"₹6,711/month","₹3,01,699","1,07,134 km",-,-,-,-,-
881,2016 Maruti Vitara Brezza,"₹13,671/month","₹6,14,599","78,346 km",-,-,-,-,-
882,2019 Honda Amaze,"₹19,308/month","₹8,68,000","25,810 km",-,-,-,-,-
883,2010 Toyota Corolla Altis,"₹6,696/month","₹3,01,000",-,-,-,-,-,-
884,2016 Hyundai Creta,"₹18,661/month","₹8,38,899","78,878 km",-,-,-,-,-
885,2015 Maruti Swift Dzire,"₹6,831/month","₹3,07,099","1,16,156 km",-,-,-,-,-
886,2017 Maruti Vitara Brezza,"₹16,906/month","₹7,60,000","43,563 km",1st Owner,-,Diesel,NOIDA,Non-Accidental
887,2018 Mahindra TUV300,"₹15,126/month","₹6,80,000",-,1st Owner,-,Diesel,NOIDA,Non-Accidental
888,2013 Maruti Swift Dzire,"₹7,358/month","₹3,30,799","1,22,425 km",1st Owner,February 2013,Diesel,NOIDA,Non-Accidental
889,2012 Audi A4,"₹26,039/month","₹11,70,599","45,643 km",1st Owner,August 2012,Diesel,NOIDA,Non-Accidental
890,2016 Honda City,"₹17,751/month","₹7,98,000",-,-,-,-,-,-
891,2014 Hyundai Verna,"₹12,920/month","₹5,80,799","72,634 km",2nd Owner,-,Diesel,NOIDA,Non-Accidental
892,2016 Hyundai Elite i20,"₹11,656/month","₹5,24,000","56,416 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
893,2012 Renault Duster,"₹6,696/month","₹3,00,999","1,24,354 km",1st Owner,August 2012,Diesel,NOIDA,Non-Accidental
894,2015 Hyundai Elite i20,"₹11,612/month","₹5,22,000","56,533 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
895,2014 Hyundai Verna,"₹9,761/month","₹4,38,799","98,693 km",2nd Owner,-,Diesel,NOIDA,Non-Accidental
896,2014 Hyundai Verna,"₹11,901/month","₹5,35,000",-,-,-,-,-,-
897,2014 Audi Q3,"₹31,752/month","₹14,27,399","66,027 km",1st Owner,January 2014,Diesel,NOIDA,Non-Accidental
898,2013 Toyota Etios Liva,"₹6,213/month","₹2,79,299","1,11,431 km",1st Owner,January 2013,Diesel,NOIDA,Non-Accidental
899,2015 Maruti Swift,"₹8,855/month","₹3,98,099","1,26,072 km",1st Owner,August 2015,Diesel,NOIDA,Non-Accidental
900,2015 Maruti Swift,"₹8,833/month","₹3,97,099","89,196 km",1st Owner,-,Diesel,NOIDA,Non-Accidental
901,2013 Volkswagen Polo,"₹6,667/month","₹2,99,699","1,01,076 km",2nd Owner,April 2013,Diesel,NOIDA,Non-Accidental
902,2013 Maruti Swift,"₹6,595/month","₹2,96,499","98,047 km",1st Owner,February 2013,Diesel,NOIDA,Non-Accidental
903,2013 Hyundai Verna,"₹11,694/month","₹5,25,699","98,281 km",1st Owner,January 2013,Diesel,NOIDA,Non-Accidental
904,2011 Honda City,"₹7,229/month","₹3,25,000",-,-,-,-,-,-
905,2015 Honda City,"₹10,401/month","₹4,67,580",-,-,-,-,-,-
906,2009 Maruti A Star,"₹3,775/month","₹1,69,699","1,09,676 km",1st Owner,April 2009,Petrol,NOIDA,Non-Accidental
907,2015 Maruti Swift,"₹8,086/month","₹3,63,499","1,13,889 km",1st Owner,August 2015,Diesel,NOIDA,Non-Accidental
908,2014 Maruti Swift Dzire,"₹7,817/month","₹3,51,399","88,835 km",1st Owner,November 2014,Diesel,NOIDA,Non-Accidental
909,2016 Maruti Vitara Brezza,"₹14,272/month","₹6,41,599","98,348 km",1st Owner,April 2016,Diesel,NOIDA,Non-Accidental
910,2015 Renault Duster,"₹11,451/month","₹5,14,799","56,307 km",1st Owner,September 2015,Diesel,NOIDA,Non-Accidental
911,2014 Maruti Swift,"₹8,395/month","₹3,77,399",-,1st Owner,November 2014,Diesel,NOIDA,Non-Accidental
912,2013 Renault Duster,"₹9,278/month","₹4,17,099","1,06,391 km",2nd Owner,February 2013,Diesel,NOIDA,Non-Accidental
913,2010 Maruti SX4,"₹4,338/month","₹1,95,000","1,00,322 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
914,2013 Honda Amaze,"₹8,168/month","₹3,67,199","1,36,993 km",1st Owner,June 2013,Diesel,NOIDA,Non-Accidental
915,2013 Toyota Fortuner,"₹28,270/month","₹12,70,899","74,189 km",1st Owner,April 2013,Diesel,NOIDA,Non-Accidental
916,2015 Maruti Baleno,"₹10,666/month","₹4,79,499","97,921 km",1st Owner,October 2015,Diesel,NOIDA,Non-Accidental
917,2015 Maruti Swift,"₹8,740/month","₹3,92,899","1,22,515 km",1st Owner,April 2015,Diesel,NOIDA,Non-Accidental
918,2012 Maruti Ritz,"₹4,876/month","₹2,19,199","1,09,107 km",-,-,-,-,-
919,2015 Maruti Swift,"₹8,724/month","₹3,92,199","85,551 km",1st Owner,April 2015,Diesel,NOIDA,Non-Accidental
920,2015 Hyundai Creta,"₹15,918/month","₹7,15,599","83,924 km",2nd Owner,August 2015,Petrol,NOIDA,Non-Accidental
921,2013 Maruti Swift,"₹6,211/month","₹2,79,199","1,01,863 km",3rd Owner,September 2013,Diesel,NOIDA,Non-Accidental
922,2013 Maruti Swift Dzire,"₹7,570/month","₹3,40,299","84,311 km",1st Owner,May 2013,Diesel,NOIDA,Non-Accidental
923,2015 Fiat Punto EVO,"₹6,006/month","₹2,70,000","90,089 km",2nd Owner,-,Diesel,NOIDA,Non-Accidental
924,2017 Maruti Vitara Brezza,"₹16,298/month","₹7,32,699","80,332 km",1st Owner,November 2017,Diesel,NOIDA,Non-Accidental
925,2015 Hyundai i10,"₹7,790/month","₹3,50,199","73,513 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
926,2013 Maruti Swift Dzire,"₹7,712/month","₹3,46,699","1,37,368 km",1st Owner,April 2013,Diesel,NOIDA,Non-Accidental
927,2015 Honda Amaze,"₹7,548/month","₹3,39,299","98,799 km",3rd Owner,-,Diesel,NOIDA,Non-Accidental
928,2014 Honda Amaze,"₹9,158/month","₹4,11,699","70,463 km",1st Owner,January 2014,Diesel,NOIDA,Non-Accidental
929,2013 Toyota Corolla Altis,"₹9,456/month","₹4,25,099","1,29,508 km",1st Owner,January 2013,Diesel,NOIDA,Non-Accidental
930,2014 Renault Duster,"₹10,604/month","₹4,76,699","82,972 km",1st Owner,-,Diesel,NOIDA,Non-Accidental
931,2014 Maruti Swift,"₹6,894/month","₹3,09,899","1,17,196 km",-,-,-,-,-
932,2018 Maruti Vitara Brezza,"₹18,151/month","₹8,16,000",-,-,-,-,-,-
933,2017 Maruti Dzire,"₹12,234/month","₹5,50,000",-,-,-,-,-,-
934,2013 Ford Ecosport,"₹8,353/month","₹3,75,499","1,10,087 km",1st Owner,-,Diesel,GURGAON,Non-Accidental
935,2015 Toyota Innova,"₹18,240/month","₹8,20,000","62,420 km",1st Owner,-,Diesel,GURGAON,Non-Accidental
936,2017 Maruti Dzire,"₹12,750/month","₹5,73,199","1,09,291 km",1st Owner,-,Diesel,GURGAON,Non-Accidental
937,2017 Maruti Swift,"₹11,151/month","₹5,01,299","96,866 km",1st Owner,May 2017,Diesel,GURGAON,Non-Accidental
938,2017 Hyundai Grand i10,"₹11,830/month","₹5,31,799","60,917 km",1st Owner,October 2017,Petrol,GURGAON,Non-Accidental
939,2014 Renault Duster,"₹8,362/month","₹3,75,899","1,05,137 km",-,-,-,-,-
940,2015 Maruti Swift,"₹10,010/month","₹4,50,000",-,-,-,-,-,-
941,2015 Maruti Swift,"₹10,252/month","₹4,60,899",-,-,-,-,-,-
942,2014 Maruti Swift,"₹8,188/month","₹3,68,099","1,02,661 km",1st Owner,January 2014,Diesel,NOIDA,Non-Accidental
943,2015 Maruti Swift,"₹11,905/month","₹5,35,199","1,04,093 km",1st Owner,September 2015,Diesel,NOIDA,Non-Accidental
944,2014 Hyundai Verna,"₹12,466/month","₹5,60,399","81,667 km",1st Owner,January 2014,Diesel,NOIDA,Non-Accidental
945,2015 Maruti Alto K10,"₹6,273/month","₹2,82,000",-,-,-,-,-,-
946,2014 Maruti Swift Dzire,"₹7,410/month","₹3,33,099","1,07,719 km",1st Owner,-,Diesel,NOIDA,Non-Accidental
947,2015 Maruti Swift,"₹8,644/month","₹3,88,599","91,159 km",1st Owner,June 2015,Diesel,NOIDA,Non-Accidental
948,2014 Mahindra Scorpio,"₹11,345/month","₹5,10,000",-,-,-,-,-,-
949,2014 Maruti Ritz,"₹5,049/month","₹2,27,000",-,-,-,-,-,-
950,2017 Hyundai Creta,"₹21,154/month","₹9,51,000","74,310 km",1st Owner,-,Diesel,NOIDA,Non-Accidental
951,2018 Maruti Vitara Brezza,"₹17,055/month","₹7,66,699","83,300 km",2nd Owner,-,Diesel,NOIDA,Non-Accidental
952,2012 Toyota Etios Liva,"₹5,279/month","₹2,37,299","1,50,244 km",2nd Owner,September 2012,Diesel,NOIDA,Non-Accidental
953,2014 Honda Brio,"₹8,680/month","₹3,90,199","1,06,663 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
954,2013 Toyota Fortuner,"₹26,547/month","₹11,93,399","2,05,697 km",1st Owner,January 2013,Diesel,NOIDA,Non-Accidental
955,2014 Hyundai Verna,"₹10,900/month","₹4,90,000",-,-,-,-,-,-
956,2018 Maruti Eeco,"₹8,617/month","₹3,87,399","48,775 km",1st Owner,March 2018,Petrol,NOIDA,Non-Accidental
957,2013 Maruti Ertiga,"₹9,632/month","₹4,32,999","1,18,878 km",3rd Owner,December 2013,Diesel,NOIDA,Non-Accidental
958,2011 Maruti SX4,"₹5,316/month","₹2,39,000",-,-,-,-,-,-
959,2013 Maruti Ertiga,"₹9,182/month","₹4,12,799","1,15,820 km",1st Owner,May 2013,Diesel,NOIDA,Non-Accidental
960,2012 Toyota Corolla Altis,"₹11,943/month","₹5,36,899","1,18,793 km",1st Owner,August 2012,Diesel,NOIDA,Non-Accidental
961,2013 Maruti Swift,"₹6,749/month","₹3,03,399",-,1st Owner,-,Diesel,NOIDA,Non-Accidental
962,2012 Maruti Swift,"₹5,908/month","₹2,65,599","1,55,902 km",1st Owner,December 2012,Diesel,NOIDA,Non-Accidental
963,2013 Maruti Swift,"₹7,163/month","₹3,21,999","1,15,570 km",2nd Owner,April 2013,Diesel,NOIDA,Non-Accidental
